source_row,partition
5575,validation
5576,train
5577,train
5578,validation
5579,train
5580,validation
5581,test
5582,train
5583,train
5584,validation
5585,train
5586,test
5587,test
5588,test
5589,train
5590,train
5591,train
5592,train
5593,train
5594,train
5595,train
5596,train
5597,test
5598,test
5599,test
5600,train
5601,train
5602,train
5603,validation
5604,train
5605,train
5606,train
5607,train
5608,validation
5609,validation
5610,validation
5611,train
5612,train
5613,train
5614,train
5615,train
5616,validation
5617,train
5618,train
5619,train
5620,train
5621,test
5622,test
5623,test
5624,train
5625,train
5626,validation
5627,validation
5628,validation
5629,validation
5630,train
5631,train
5632,train
5633,train
5634,test
5635,train
5636,validation
5637,validation
5638,train
5639,train
5640,test
5641,train
5642,test
5643,test
5644,train
5645,train
5646,train
5647,test
5648,train
5649,validation
5650,train
5651,train
5652,test
5653,validation
5654,train
5655,validation
5656,validation
5657,test
5658,train
5659,validation
5660,validation
5661,train
5662,validation
5663,train
5664,train
5665,train
5666,test
5667,train
5668,test
5669,test
5670,test
5671,test
5672,test
5673,train
5674,train
5675,train
5676,train
5677,validation
5678,train
5679,train
5680,train
5681,train
5682,validation
5683,train
5684,test
5685,validation
5686,test
5687,train
5688,test
5689,train
5690,train
5691,validation
5692,validation
5693,test
5694,train
5695,validation
5696,test
5697,train
5698,test
5699,train
5700,validation
5701,train
5702,train
5703,train
5704,train
5705,train
5706,train
5707,train
5708,train
5709,train
5710,validation
5711,validation
5712,test
5713,test
5714,test
5715,validation
5716,train
5717,train
5718,train
5719,train
5720,validation
5721,validation
5722,validation
5723,test
5724,train
5725,train
5726,validation
5727,test
5728,validation
5729,train
5730,test
5731,test
5732,train
5733,test
5734,train
5735,train
5736,validation
5737,train
5738,train
5739,validation
5740,test
5741,test
5742,train
5743,train
5744,train
5745,test
5746,train
5747,validation
5748,train
5749,train
5750,test
5751,train
5752,train
5753,train
5754,validation
5755,validation
5756,validation
5757,train
5758,train
5759,train
5760,train
5761,train
5762,train
5763,train
5764,train
5765,validation
5766,test
5767,train
5768,train
5769,train
5770,train
5771,train
5772,train
5773,train
5774,train
5775,train
5776,validation
5777,train
5778,train
5779,test
5780,train
5781,train
5782,train
5783,test
5784,validation
5785,train
5786,validation
5787,train
5788,validation
5789,train
5790,test
5791,test
5792,train
5793,train
5794,train
5795,train
5796,train
5797,train
5798,train
5799,train
5800,test
5801,test
5802,train
5803,train
5804,validation
5805,train
5806,train
5807,train
5808,validation
5809,train
5810,test
5811,train
5812,test
5813,test
5814,train
5815,train
5816,test
5817,train
5818,train
5819,validation
5820,train
5821,train
5822,validation
5823,train
5824,train
5825,train
5826,train
5827,train
5828,test
5829,train
5830,train
5831,validation
5832,train
5833,train
5834,train
5835,train
5836,train
5837,validation
5838,test
5839,train
5840,train
5841,test
5842,train
5843,train
5844,validation
5845,train
5846,train
5847,train
5848,test
5849,train
5850,train
5851,train
5852,train
5853,train
5854,train
5855,train
5856,train
5857,validation
5858,test
5859,train
5860,train
5861,train
5862,test
5863,train
5864,train
5865,validation
5866,validation
5867,train
5868,train
5869,train
5870,train
5871,test
5872,train
5873,validation
5874,validation
5875,train
5876,train
5877,train
5878,validation
5879,train
5880,validation
5881,validation
5882,train
5883,test
5884,test
5885,train
5886,train
5887,train
5888,train
5889,validation
5890,test
5891,validation
5892,train
5893,test
5894,train
5895,train
5896,train
5897,validation
5898,train
5899,test
5900,test
5901,validation
5902,validation
5903,test
5904,test
5905,train
5906,validation
5907,test
5908,train
5909,train
5910,train
5911,train
5912,train
5913,test
5914,train
5915,train
5916,train
5917,validation
5918,test
5919,validation
5920,test
5921,train
5922,validation
5923,train
5924,validation
5925,train
5926,train
5927,train
5928,validation
5929,train
5930,test
5931,validation
5932,train
5933,train
5934,test
5935,test
5936,train
5937,train
5938,validation
5939,test
5940,train
5941,train
5942,train
5943,train
5944,validation
5945,test
5946,validation
5947,train
5948,train
5949,test
5950,train
5951,train
5952,test
5953,train
5954,test
5955,train
5956,train
5957,test
5958,test
5959,train
5960,test
5961,train
5962,train
5963,test
5964,train
5965,train
5966,test
5967,train
5968,train
5969,train
5970,train
5971,train
5972,train
5973,test
5974,train
5975,test
5976,train
5977,train
5978,train
5979,validation
5980,train
5981,test
5982,validation
5983,train
5984,train
5985,validation
5986,test
5987,train
5988,train
5989,validation
5990,test
5991,train
5992,train
5993,train
5994,train
5995,test
5996,train
5997,validation
5998,test
5999,test
6000,train
6001,test
6002,test
6003,train
6004,test
6005,train
6006,test
6007,validation
6008,validation
6009,train
6010,train
6011,validation
6012,train
6013,test
6014,train
6015,train
6016,validation
6017,test
6018,train
6019,train
6020,train
6021,train
6022,train
6023,train
6024,train
6025,train
6026,train
6027,test
6028,train
6029,train
6030,validation
6031,test
6032,test
6033,train
6034,train
6035,train
6036,train
6037,test
6038,train
6039,train
6040,validation
6041,train
6042,train
6043,train
6044,validation
6045,train
6046,train
6047,train
6048,test
6049,train
6050,train
6051,train
6052,train
6053,train
6054,test
6055,train
6056,test
6057,train
6058,train
6059,validation
6060,train
6061,test
6062,train
6063,test
6064,test
6065,train
6066,train
6067,train
6068,train
6069,validation
6070,train
6071,train
6072,train
6073,train
6074,test
6075,validation
6076,train
6077,validation
6078,train
6079,train
6080,test
6081,train
6082,validation
6083,validation
6084,train
6085,train
6086,train
6087,validation
6088,validation
6089,train
6090,train
6091,train
6092,test
6093,validation
6094,train
6095,test
6096,validation
6097,validation
6098,train
6099,test
6100,train
6101,train
6102,test
6103,validation
6104,train
6105,train
6106,train
6107,validation
6108,train
6109,validation
6110,train
6111,test
6112,train
6113,train
6114,train
6115,train
6116,validation
6117,train
6118,validation
6119,train
6120,test
6121,train
6122,train
6123,train
6124,validation
6125,train
6126,validation
6127,validation
6128,train
6129,validation
6130,train
6131,train
6132,train
6133,test
6134,train
6135,train
6136,train
6137,train
6138,validation
6139,validation
6140,train
6141,train
6142,test
6143,train
6144,train
6145,validation
6146,train
6147,validation
6148,test
6149,train
6150,test
6151,validation
6152,test
6153,train
6154,train
6155,train
6156,validation
6157,validation
6158,test
6159,train
6160,test
6161,train
6162,train
6163,train
6164,train
6165,validation
6166,test
6167,test
6168,train
6169,train
6170,train
6171,train
6172,test
6173,train
6174,validation
6175,train
6176,train
6177,validation
6178,train
6179,train
6180,validation
6181,test
6182,train
6183,train
6184,train
6185,train
6186,validation
6187,validation
6188,train
6189,train
6190,train
6191,train
6192,train
6193,test
6194,validation
6195,train
6196,validation
6197,validation
6198,test
6199,validation
6200,train
6201,train
6202,train
6203,train
6204,train
6205,train
6206,train
6207,train
6208,test
6209,train
6210,test
6211,validation
6212,test
6213,train
6214,train
6215,validation
6216,train
6217,train
6218,train
6219,validation
6220,validation
6221,test
6222,validation
6223,train
6224,test
6225,validation
6226,train
6227,train
6228,train
6229,train
6230,test
6231,train
6232,train
6233,train
6234,validation
6235,test
6236,validation
6237,train
6238,train
6239,test
6240,validation
6241,train
6242,validation
6243,train
6244,train
6245,test
6246,train
6247,train
6248,train
6249,test
6250,test
6251,train
6252,train
6253,test
6254,train
6255,train
6256,train
6257,train
6258,train
6259,validation
6260,test
6261,train
6262,train
6263,train
6264,test
6265,train
6266,train
6267,train
6268,test
6269,test
6270,train
6271,train
6272,validation
6273,train
6274,train
6275,train
6276,validation
6277,train
6278,train
6279,train
6280,train
6281,train
6282,train
6283,train
6284,validation
6285,train
6286,train
6287,test
6288,train
6289,train
6290,train
6291,train
6292,train
6293,validation
6294,train
6295,validation
6296,train
6297,validation
6298,test
6299,train
6300,test
6301,train
6302,test
6303,train
6304,train
6305,train
6306,train
6307,test
6308,train
6309,train
6310,train
6311,train
6312,train
6313,train
6314,test
6315,test
6316,train
6317,validation
6318,train
6319,validation
6320,train
6321,train
6322,train
6323,validation
6324,validation
6325,train
6326,train
6327,train
6328,train
6329,train
6330,train
6331,train
6332,validation
6333,train
6334,test
6335,test
6336,train
6337,test
6338,train
6339,train
6340,test
6341,train
6342,train
6343,train
6344,train
6345,train
6346,train
6347,test
6348,train
6349,train
6350,train
6351,test
6352,train
6353,validation
6354,validation
6355,validation
6356,train
6357,validation
6358,validation
6359,train
6360,train
6361,test
6362,train
6363,validation
6364,validation
6365,validation
6366,train
6367,validation
6368,train
6369,train
6370,train
6371,train
6372,train
6373,train
6374,validation
6375,train
6376,validation
6377,validation
6378,validation
6379,test
6380,train
6381,test
6382,train
6383,train
6384,test
6385,validation
6386,train
6387,test
6388,test
6389,validation
6390,validation
6391,train
6392,test
6393,test
6394,train
6395,train
6396,test
6397,train
6398,test
6399,train
6400,train
6401,train
6402,train
6403,validation
6404,train
6405,train
6406,train
6407,test
6408,train
6409,train
6410,validation
6411,train
6412,train
6413,train
6414,train
6415,train
6416,test
6417,validation
6418,validation
6419,validation
6420,test
6421,train
6422,train
6423,validation
6424,train
6425,train
6426,train
6427,train
6428,test
6429,test
6430,train
6431,train
6432,validation
6433,test
6434,train
6435,test
6436,train
6437,validation
6438,validation
6439,validation
6440,validation
6441,train
6442,train
6443,train
6444,train
6445,train
6446,train
6447,train
6448,test
6449,validation
6450,validation
6451,train
6452,test
6453,validation
6454,test
6455,train
6456,train
6457,train
6458,train
6459,train
6460,train
6461,train
6462,train
6463,train
6464,test
6465,validation
6466,train
6467,validation
6468,train
6469,validation
6470,train
6471,test
6472,train
6473,train
6474,test
6475,train
6476,train
6477,test
6478,train
6479,train
6480,train
6481,validation
6482,train
6483,train
6484,validation
6485,train
6486,validation
6487,train
6488,validation
6489,train
6490,train
6491,train
6492,test
6493,train
6494,validation
6495,test
6496,test
6497,validation
6498,train
6499,train
6500,train
6501,validation
6502,test
6503,train
6504,train
6505,validation
6506,test
6507,validation
6508,validation
6509,test
6510,train
6511,validation
6512,train
6513,validation
6514,train
6515,train
6516,train
6517,validation
6518,test
6519,validation
6520,train
6521,train
6522,train
6523,test
6524,validation
6525,test
6526,test
6527,train
6528,validation
6529,test
6530,train
6531,train
6532,train
6533,train
6534,validation
6535,train
6536,test
6537,train
6538,validation
6539,train
6540,test
6541,validation
6542,test
6543,train
6544,test
6545,train
6546,train
6547,validation
6548,train
6549,train
6550,validation
6551,train
6552,test
6553,train
6554,validation
6555,test
6556,train
6557,test
6558,train
6559,test
6560,train
6561,train
6562,train
6563,train
6564,train
6565,train
6566,train
6567,train
6568,train
6569,test
6570,train
6571,train
6572,test
6573,test
6574,validation
6575,train
6576,train
6577,train
6578,train
6579,test
6580,train
6581,train
6582,validation
6583,test
6584,train
6585,train
6586,test
6587,train
6588,validation
6589,train
6590,validation
6591,train
6592,train
6593,train
6594,validation
6595,test
6596,train
6597,train
6598,validation
6599,test
6600,test
6601,train
6602,train
6603,train
6604,train
6605,validation
6606,train
6607,train
6608,train
6609,validation
6610,train
6611,test
6612,train
6613,train
6614,train
6615,validation
6616,train
6617,validation
6618,train
6619,train
6620,train
6621,test
6622,validation
6623,train
6624,validation
6625,test
6626,train
6627,validation
6628,train
6629,test
6630,train
6631,train
6632,train
6633,train
6634,train
6635,train
6636,train
6637,validation
6638,test
6639,train
6640,train
6641,train
6642,train
6643,train
6644,train
6645,validation
6646,validation
6647,train
6648,validation
6649,test
6650,validation
6651,test
6652,validation
6653,train
6654,test
6655,train
6656,test
6657,train
6658,train
6659,train
6660,train
6661,test
6662,validation
6663,validation
6664,train
6665,validation
6666,validation
6667,validation
6668,train
6669,train
6670,train
6671,validation
6672,validation
6673,train
6674,train
6675,train
6676,train
6677,validation
6678,test
6679,train
6680,validation
6681,validation
6682,test
6683,train
6684,train
6685,test
6686,train
6687,train
6688,train
6689,train
6690,train
6691,validation
6692,train
6693,validation
6694,test
6695,train
6696,test
6697,train
6698,test
6699,train
6700,train
6701,test
6702,train
6703,train
6704,train
6705,train
6706,train
6707,train
6708,validation
6709,test
6710,train
6711,validation
6712,train
6713,train
6714,validation
6715,test
6716,train
6717,train
6718,train
6719,test
6720,test
6721,test
6722,validation
6723,train
6724,train
6725,train
6726,test
6727,train
6728,validation
6729,train
6730,train
6731,validation
6732,train
6733,train
6734,train
6735,test
6736,validation
6737,train
6738,validation
6739,test
6740,validation
6741,train
6742,test
6743,train
6744,train
6745,train
6746,train
6747,train
6748,test
6749,validation
6750,train
6751,validation
6752,train
6753,train
6754,train
6755,train
6756,train
6757,train
6758,train
6759,test
6760,test
6761,train
6762,train
6763,validation
6764,validation
6765,train
6766,validation
6767,train
6768,test
6769,train
6770,train
6771,test
6772,train
6773,validation
6774,train
6775,train
6776,train
6777,train
6778,test
6779,test
6780,train
6781,test
6782,train
6783,validation
6784,test
6785,validation
6786,train
6787,train
6788,test
6789,train
6790,train
6791,train
6792,test
6793,train
6794,test
6795,train
6796,train
6797,train
6798,test
6799,train
6800,train
6801,train
6802,train
6803,train
6804,train
6805,test
6806,train
6807,train
6808,train
6809,validation
6810,validation
6811,validation
6812,test
6813,train
6814,train
6815,train
6816,validation
6817,train
6818,train
6819,train
6820,train
6821,test
6822,train
6823,train
6824,validation
6825,test
6826,validation
6827,test
6828,train
6829,validation
6830,train
6831,test
6832,validation
6833,validation
6834,train
6835,train
6836,train
6837,validation
6838,train
6839,train
6840,train
6841,train
6842,train
6843,train
6844,train
6845,test
6846,validation
6847,train
6848,test
6849,validation
6850,train
6851,test
6852,train
6853,validation
6854,train
6855,train
6856,validation
6857,train
6858,train
6859,train
6860,validation
6861,test
6862,train
6863,validation
6864,validation
6865,validation
6866,train
6867,train
6868,train
6869,train
6870,validation
6871,validation
6872,train
6873,train
6874,train
6875,train
6876,train
6877,train
6878,test
6879,validation
6880,test
6881,train
6882,test
6883,train
6884,train
6885,train
6886,train
6887,train
6888,train
6889,train
6890,validation
6891,train
6892,test
6893,test
6894,train
6895,train
6896,train
6897,validation
6898,train
6899,validation
6900,validation
6901,test
6902,validation
6903,train
6904,test
6905,test
6906,validation
6907,train
6908,train
6909,validation
6910,validation
6911,test
6912,test
6913,train
6914,test
6915,train
6916,train
6917,validation
6918,train
6919,test
6920,validation
6921,train
6922,test
6923,test
6924,validation
6925,train
6926,test
6927,train
6928,validation
6929,train
6930,validation
6931,train
6932,train
6933,test
6934,train
6935,train
6936,train
6937,train
6938,train
6939,train
6940,train
6941,train
6942,train
6943,validation
6944,train
6945,validation
6946,validation
6947,validation
6948,train
6949,train
6950,validation
6951,train
6952,train
6953,train
6954,train
6955,train
6956,train
6957,train
6958,validation
6959,train
6960,train
6961,train
6962,train
6963,train
6964,validation
6965,test
6966,test
6967,train
6968,train
6969,train
6970,train
6971,train
6972,test
6973,train
6974,validation
6975,train
6976,test
6977,train
6978,train
6979,train
6980,train
6981,train
6982,test
6983,test
6984,train
6985,train
6986,train
6987,train
6988,train
6989,train
6990,train
6991,validation
6992,train
6993,train
6994,validation
6995,test
6996,validation
6997,validation
6998,validation
6999,train
7000,train
7001,train
7002,test
7003,test
7004,train
7005,test
7006,train
7007,test
7008,train
7009,test
7010,test
7011,validation
7012,train
7013,test
7014,test
7015,train
7016,train
7017,train
7018,validation
7019,train
7020,train
7021,train
7022,test
7023,train
7024,test
7025,validation
7026,train
7027,train
7028,test
7029,train
7030,train
7031,validation
7032,train
7033,test
7034,train
7035,train
7036,train
7037,validation
7038,train
7039,validation
7040,train
7041,validation
7042,validation
